,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
720,Nemanja Radonjić,Left Winger,26,4.0,France,Ligue 1,Olympique Marseille,Italy,Serie A,Torino FC,0.0,True
721,Sergio Asenjo,Goalkeeper,33,4.0,Spain,LaLiga,Villarreal CF,Spain,LaLiga,Real Valladolid CF,0.0,False
722,Erik Botheim,Centre-Forward,22,4.0,Russia,Premier Liga,FK Krasnodar,Italy,Serie A,US Salernitana 1919,0.0,False
723,Joseba Zaldua,Right-Back,30,4.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Cádiz CF,0.0,False
724,Samu Castillejo,Right Winger,27,4.0,Italy,Serie A,AC Milan,Spain,LaLiga,Valencia CF,0.0,False
725,Brian Lozano,Left Winger,28,4.0,Mexico,Liga MX Apertura,Santos Laguna,Uruguay,Primera División,CA Peñarol,0.0,True
726,Orbelín Pineda,Central Midfield,26,4.0,Spain,LaLiga,Celta de Vigo,Greece,Super League 1,AEK Athens,0.0,True
727,Rhys Williams,Centre-Back,21,4.0,England,Premier League,Liverpool FC,England,Championship,Blackpool FC,0.0,True
728,Mathieu Cafaro,Attacking Midfield,25,4.0,Belgium,Jupiler Pro League,Standard Liège,France,Ligue 2,AS Saint-Étienne,0.0,True
729,Alexandru Mitrita,Left Winger,27,4.0,United States,MLS,New York City FC,Saudi Arabia,Professional League,Al-Raed,0.0,True
730,Oussama Idrissi,Left Winger,26,4.0,Spain,LaLiga,Sevilla FC,Netherlands,Eredivisie,Feyenoord Rotterdam,0.0,True
731,Pizzi,Attacking Midfield,32,4.0,Portugal,Liga Portugal,SL Benfica,United Arab Emirates,UAE Pro League,Al-Wahda FC Abu Dhabi,0.0,False
732,Mamadou Loum,Defensive Midfield,25,4.0,Portugal,Liga Portugal,FC Porto,England,Championship,Reading FC,0.0,True
733,Krystian Bielik,Defensive Midfield,24,4.0,England,League One,Derby County,England,Championship,Birmingham City,0.0,True
734,Filip Djuricic,Attacking Midfield,30,4.0,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,0.0,False
735,Chidozie Awaziem,Centre-Back,25,4.0,Portugal,Liga Portugal,Boavista FC,Croatia,SuperSport HNL,HNK Hajduk Split,0.0,True
736,Folarin Balogun,Centre-Forward,21,4.0,England,Premier League 2,Arsenal FC U21,France,Ligue 1,Stade Reims,0.0,True
737,Eduardo Quaresma,Centre-Back,20,4.0,Portugal,Liga Portugal,Sporting CP,Germany,Bundesliga,TSG 1899 Hoffenheim,0.0,True
738,Jean-Paul Boëtius,Attacking Midfield,28,4.0,Germany,Bundesliga,1.FSV Mainz 05,Germany,Bundesliga,Hertha BSC,0.0,False
739,Dries Mertens,Centre-Forward,35,4.0,Italy,Serie A,SSC Napoli,Turkey,Süper Lig,Galatasaray,0.0,False
740,Jakub Jankto,Left Midfield,26,4.0,Spain,LaLiga,Getafe CF,Czech Republic,Fortuna Liga,AC Sparta Prague,0.0,True
741,Hamza Choudhury,Central Midfield,24,4.0,England,Premier League,Leicester City,England,Championship,Watford FC,0.0,True
742,Cole Bassett,Attacking Midfield,21,4.0,United States,MLS,Colorado Rapids,Netherlands,Eredivisie,Fortuna Sittard,0.0,True
743,Cheikhou Kouyaté,Defensive Midfield,32,4.0,England,Premier League,Crystal Palace,England,Premier League,Nottingham Forest,0.0,False
744,Álex Collado,Attacking Midfield,23,4.0,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Elche CF,0.0,True
745,M'Baye Niang,Centre-Forward,27,4.0,France,Ligue 2,FC Girondins Bordeaux,France,Ligue 1,AJ Auxerre,0.0,False
746,Issa Kaboré,Right-Back,21,4.0,England,Premier League,Manchester City,France,Ligue 1,Olympique Marseille,0.0,True
747,Harold Moukoudi,Centre-Back,24,4.0,France,Ligue 2,AS Saint-Étienne,Greece,Super League 1,AEK Athens,0.0,False
748,Matías Pellegrini,Left Winger,22,4.0,United States,MLS,Inter Miami CF,United States,MLS,New York City FC,0.0,False
749,Kortney Hause,Centre-Back,27,4.0,England,Premier League,Aston Villa,England,Championship,Watford FC,0.0,True
750,Hassane Kamara,Left-Back,28,4.0,Italy,Serie A,Udinese Calcio,England,Championship,Watford FC,0.0,True
751,Francisco Moura,defence,23,4.0,Portugal,Liga Portugal,SC Braga,Portugal,Liga Portugal,FC Famalicão,0.0,True
752,Rony Lopes,Right Winger,26,4.0,Spain,LaLiga,Sevilla FC,France,Ligue 1,ESTAC Troyes,0.0,True
753,Adrián Embarba,Right Winger,30,4.0,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,UD Almería,0.0,False
754,Mattia Aramu,Attacking Midfield,27,4.0,Italy,Serie B,Venezia FC,Italy,Serie B,Genoa CFC,0.0,True
755,Erison,Centre-Forward,23,4.0,Brazil,Série A,Botafogo de Futebol e Regatas,Portugal,Liga Portugal,GD Estoril Praia,0.0,True
756,Janis Antiste,Centre-Forward,20,4.0,Italy,Serie A,Spezia Calcio,Italy,Serie A,US Sassuolo,0.0,True
757,Felix Mambimbi,Left Winger,21,4.0,Switzerland,Super League,BSC Young Boys,Netherlands,Eredivisie,SC Cambuur-Leeuwarden,0.0,True
758,Willian,Right Winger,34,4.0,Brazil,Série A,Sport Club Corinthians Paulista,England,Premier League,Fulham FC,0.0,False
759,Yann Karamoh,Left Winger,24,4.0,Italy,Serie B,Parma Calcio 1913,Italy,Serie A,Torino FC,0.0,False
760,Francesco Acerbi,Centre-Back,34,4.0,Italy,Serie A,SS Lazio,Italy,Serie A,Inter Milan,0.0,True
761,Carlos Rotondi,Left Winger,25,3.5,Argentina,Liga Profesional,Defensa y Justicia,Mexico,Liga MX Apertura,CD Cruz Azul,3.9,False
762,Joel Ordóñez,Centre-Back,18,0.6,Ecuador,Serie A Segunda Etapa,Independiente del Valle,Belgium,Jupiler Pro League,Club Brugge KV,3.9,False
763,Charles Pickel,Defensive Midfield,25,2.5,Portugal,Liga Portugal,FC Famalicão,Italy,Serie A,US Cremonese,3.8,False
764,Ozan Tufan,Central Midfield,27,3.8,Turkey,Süper Lig,Fenerbahce,England,Championship,Hull City,3.0,False
765,Adam Maher,Defensive Midfield,28,3.8,Netherlands,Eredivisie,FC Utrecht,Saudi Arabia,Professional League,Damac FC,1.8,False
766,Eduardo Salvio,Right Winger,31,3.8,Argentina,Liga Profesional,CA Boca Juniors,Mexico,Liga MX Apertura,UNAM Pumas,0.0,False
767,Josha Vagnoman,Right-Back,21,3.0,Germany,2. Bundesliga,Hamburger SV,Germany,Bundesliga,VfB Stuttgart,3.7,False
768,Emiliano Rigoni,Right Winger,29,3.5,Brazil,Série A,São Paulo Futebol Clube,United States,MLS,Austin FC,3.64,False
769,Eren Elmali,Left-Back,21,3.2,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Trabzonspor,3.6,False
770,Josh Doig,Left-Back,20,3.0,Scotland,Premiership,Hibernian FC,Italy,Serie A,Hellas Verona,3.6,False
771,Lukas Lerager,Central Midfield,28,3.0,Italy,Serie B,Genoa CFC,Denmark,Superligaen,FC Copenhagen,3.5,False
772,Francesco Caputo,Centre-Forward,34,2.5,Italy,Serie A,US Sassuolo,Italy,Serie A,UC Sampdoria,3.5,False
773,Jackson Porozo,Centre-Back,21,3.0,Portugal,Liga Portugal,Boavista FC,France,Ligue 1,ESTAC Troyes,3.5,False
774,Robin Olsen,Goalkeeper,32,2.0,Italy,Serie A,AS Roma,England,Premier League,Aston Villa,3.5,False
775,Karim Konaté,Centre-Forward,18,0.6,Cote d'Ivoire,Without League,ASEC Mimosas,Austria,Bundesliga,Red Bull Salzburg,3.5,False
776,Enrico Del Prato,Right-Back,22,2.0,Italy,Serie A,Atalanta BC,Italy,Serie B,Parma Calcio 1913,3.5,False
777,Rodrigão,Centre-Back,26,3.5,Russia,Premier Liga,FC Sochi,Russia,Premier Liga,Zenit St. Petersburg,3.5,False
778,Marko Milovanovic,Centre-Forward,18,1.2,Serbia,Super liga Srbije,FK Partizan Belgrade,Spain,LaLiga,UD Almería,3.5,False
779,Lewis Ferguson,Central Midfield,22,2.0,Scotland,Premiership,Aberdeen FC,Italy,Serie A,Bologna FC 1909,3.5,False
780,Emanuel Aiwu,Centre-Back,21,3.0,Austria,Bundesliga,Rapid Vienna,Italy,Serie A,US Cremonese,3.5,False
781,Darko Churlinov,Left Winger,22,1.3,Germany,Bundesliga,VfB Stuttgart,England,Championship,Burnley FC,3.5,False
782,Anton Zinkovskiy,Left Winger,26,3.5,Russia,Premier Liga,Krylya Sovetov Samara,Russia,Premier Liga,Spartak Moscow,3.2,False
783,Daniil Utkin,Central Midfield,22,3.5,Russia,Premier Liga,FK Krasnodar,Russia,Premier Liga,FK Rostov,3.0,False
784,Kevin Agudelo,Right Winger,23,3.5,Italy,Serie B,Genoa CFC,Italy,Serie A,Spezia Calcio,2.7,False
785,Ivan Provedel,Goalkeeper,28,3.5,Italy,Serie A,Spezia Calcio,Italy,Serie A,SS Lazio,2.0,False
786,Dedryck Boyata,Centre-Back,31,3.5,Germany,Bundesliga,Hertha BSC,Belgium,Jupiler Pro League,Club Brugge KV,2.0,False
787,Daizen Maeda,Left Winger,24,3.5,Japan,J1 League,Yokohama F. Marinos,Scotland,Premiership,Celtic FC,1.53,False
788,Rodrigo Zalazar,Attacking Midfield,22,3.5,Germany,Bundesliga,Eintracht Frankfurt,Germany,Bundesliga,FC Schalke 04,1.5,False
789,Adrien Hunou,Centre-Forward,28,3.5,United States,MLS,Minnesota United FC,France,Ligue 1,Angers SCO,1.5,False
790,Sargis Adamyan,Centre-Forward,29,3.5,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,1. FC Köln,1.5,False
791,Halil Akbunar,Right Winger,28,3.5,Turkey,1.Lig,Göztepe,Belgium,Jupiler Pro League,KVC Westerlo,1.0,False
792,Riccardo Calafiori,Left-Back,20,3.5,Italy,Serie A,AS Roma,Switzerland,Super League,FC Basel 1893,1.0,False
793,Magnus Kofod Andersen,Central Midfield,23,3.5,Denmark,Superligaen,FC Nordsjaelland,Italy,Serie B,Venezia FC,0.51,False
794,Sasa Zdjelar,Defensive Midfield,27,3.5,Serbia,Super liga Srbije,FK Partizan Belgrade,Russia,Premier Liga,CSKA Moscow,0.5,False
795,Sandro Ramírez,Centre-Forward,27,3.5,Spain,LaLiga2,SD Huesca,Spain,LaLiga2,UD Las Palmas,0.5,True
796,Didier Lamkel Zé,Left Winger,25,3.5,Belgium,Jupiler Pro League,Royal Antwerp FC,Belgium,Jupiler Pro League,KV Kortrijk,0.5,False
797,Olimpiu Morutan,Right Winger,23,3.5,Turkey,Süper Lig,Galatasaray,Italy,Serie B,Pisa Sporting Club,0.15,True
798,Shapi Suleymanov,Right Winger,22,3.5,Russia,Premier Liga,FK Krasnodar,Israel,Ligat ha'Al,Hapoel Beer Sheva,0.15,True
799,Naci Ünüvar,Left Winger,19,3.5,Netherlands,Eredivisie,Ajax Amsterdam,Turkey,Süper Lig,Trabzonspor,0.15,True
800,Roman Evgenjev,Centre-Back,23,3.5,Russia,Premier Liga,Dynamo Moscow,Russia,Premier Liga,Krylya Sovetov Samara,0.025,False
801,Douglas Costa,Right Winger,31,3.5,Italy,Serie A,Juventus FC,United States,MLS,Los Angeles Galaxy,0.0,False
802,Festy Ebosele,Right-Back,19,3.5,England,League One,Derby County,Italy,Serie A,Udinese Calcio,0.0,False
803,Jérôme Onguéné,Centre-Back,24,3.5,Austria,Bundesliga,Red Bull Salzburg,Germany,Bundesliga,Eintracht Frankfurt,0.0,False
804,Janik Haberer,Central Midfield,28,3.5,Germany,Bundesliga,SC Freiburg,Germany,Bundesliga,1.FC Union Berlin,0.0,False
805,Joe Rothwell,Central Midfield,27,3.5,England,Championship,Blackburn Rovers,England,Premier League,AFC Bournemouth,0.0,False
806,Óscar Estupiñán,Centre-Forward,25,3.5,Portugal,Liga Portugal,Vitória Guimarães SC,England,Championship,Hull City,0.0,False
807,Mihailo Ristić,Left-Back,26,3.5,France,Ligue 1,Montpellier HSC,Portugal,Liga Portugal,SL Benfica,0.0,False
808,Zinedine Ferhat,Right Winger,29,3.5,France,Ligue 2,Nîmes Olympique,Turkey,Süper Lig,Alanyaspor,0.0,False
809,Maxime Busi,Right-Back,22,3.5,Italy,Serie B,Parma Calcio 1913,France,Ligue 1,Stade Reims,0.0,False
810,Joakim Nilsson,Centre-Back,28,3.5,Germany,2. Bundesliga,Arminia Bielefeld,United States,Without League,St. Louis CITY SC,0.0,False
811,Robert Muric,Right Winger,26,3.5,Croatia,SuperSport HNL,HNK Rijeka,Turkey,Süper Lig,Konyaspor,0.0,False
812,Bryan Reynolds,Right-Back,21,3.5,Italy,Serie A,AS Roma,Belgium,Jupiler Pro League,KVC Westerlo,0.0,True
813,Alexis Canelo,Centre-Forward,30,3.5,Mexico,Liga MX Apertura,Deportivo Toluca,Mexico,Liga MX Apertura,Club Tijuana,0.0,False
814,Marcel Ruiz,Central Midfield,21,3.5,Mexico,Liga MX Apertura,Club Tijuana,Mexico,Liga MX Apertura,Deportivo Toluca,0.0,False
815,Omar Fernández,Left Winger,29,3.5,Mexico,Liga MX Apertura,Club León FC,Mexico,Liga MX Apertura,Puebla FC,0.0,True
816,Lee Buchanan,Left-Back,21,3.5,England,League One,Derby County,Germany,Bundesliga,SV Werder Bremen,0.0,False
817,Luca Moro,Centre-Forward,21,3.5,Italy,Serie A,US Sassuolo,Italy,Serie B,Frosinone Calcio,0.0,True
818,Lorenzo Colombo,Centre-Forward,20,3.5,Italy,Serie A,AC Milan,Italy,Serie A,US Lecce,0.0,True
819,Ionut Radu,Goalkeeper,25,3.5,Italy,Serie A,Inter Milan,Italy,Serie A,US Cremonese,0.0,True
820,Juan Otero,Right Winger,27,3.5,Mexico,Liga MX Apertura,CF América,Spain,LaLiga2,Sporting Gijón,0.0,True
821,Jack Clarke,Left Winger,21,3.5,England,Premier League,Tottenham Hotspur,England,Championship,Sunderland AFC,0.0,False
822,Radu Dragusin,Centre-Back,20,3.5,Italy,Serie A,Juventus FC,Italy,Serie B,Genoa CFC,0.0,True
823,Marlon,Left-Back,25,3.5,Brazil,Série A,Fluminense Football Club,Turkey,Süper Lig,MKE Ankaragücü,0.0,False
824,Ferro,Centre-Back,25,3.5,Portugal,Liga Portugal,SL Benfica,Netherlands,Eredivisie,Vitesse Arnhem,0.0,True
825,Mattia Caldara,Centre-Back,28,3.5,Italy,Serie A,AC Milan,Italy,Serie A,Spezia Calcio,0.0,True
826,Lucas Halter,Centre-Back,22,3.5,Brazil,Série A,Club Athletico Paranaense,Brazil,Série A,Goiás Esporte Clube,0.0,True
827,Cecilio Domínguez,Left Winger,27,3.5,United States,MLS,Austin FC,Mexico,Liga MX Apertura,Santos Laguna,0.0,False
828,Ismaily,Left-Back,32,3.5,Ukraine,Premier Liga,Shakhtar Donetsk,France,Ligue 1,LOSC Lille,0.0,False
829,Matías Vecino,Central Midfield,30,3.5,Italy,Serie A,Inter Milan,Italy,Serie A,SS Lazio,0.0,False
830,Domingo Blanco,Central Midfield,27,3.5,Argentina,Liga Profesional,Club Atlético Independiente,Ukraine,Premier Liga,SK Dnipro-1,0.0,False
831,Alexis Sánchez,Left Winger,33,3.5,Italy,Serie A,Inter Milan,France,Ligue 1,Olympique Marseille,0.0,False
832,Danilo Barbosa,Defensive Midfield,26,3.5,France,Ligue 1,OGC Nice,Brazil,Série A,Botafogo de Futebol e Regatas,0.0,False
833,Pêpê,Central Midfield,25,3.5,Greece,Super League 1,Olympiacos Piraeus,Turkey,Süper Lig,MKE Ankaragücü,0.0,True
834,Caio Alexandre,Central Midfield,23,3.5,Canada,MLS,Vancouver Whitecaps FC,Brazil,Série A,Fortaleza Esporte Clube,0.0,True
835,Farid Boulaya,Attacking Midfield,29,3.5,France,Ligue 2,FC Metz,Qatar,Stars League,Al-Gharafa SC,0.0,False
836,George Puscas,Centre-Forward,26,3.5,England,Championship,Reading FC,Italy,Serie B,Genoa CFC,0.0,True
837,Patrick Cutrone,Centre-Forward,24,3.5,England,Premier League,Wolverhampton Wanderers,Italy,Serie B,Como 1907,0.0,False
838,Vitinho,Left Winger,28,3.5,Brazil,Série A,Clube de Regatas do Flamengo,Saudi Arabia,Professional League,Ettifaq FC,0.0,False
839,Gabriel Charpentier,Centre-Forward,23,3.5,Italy,Serie B,Genoa CFC,Italy,Serie B,Parma Calcio 1913,0.0,False
840,Marko Pjaca,Left Winger,27,3.5,Italy,Serie A,Juventus FC,Italy,Serie A,FC Empoli,0.0,True
841,Eddie Salcedo,Centre-Forward,20,3.5,Italy,Serie A,Inter Milan,Italy,Serie B,SSC Bari,0.0,True
842,Tahith Chong,Right Winger,22,3.5,England,Premier League,Manchester United,England,Championship,Birmingham City,0.0,False
843,Berke Özer,Goalkeeper,22,3.5,Turkey,Süper Lig,Fenerbahce,Portugal,Liga Portugal,Portimonense SC,0.0,False
844,Callum Styles,Central Midfield,22,3.5,England,League One,Barnsley FC,England,Championship,Millwall FC,0.0,True
845,Giacomo Vrioni,Centre-Forward,23,2.5,Italy,Serie A,Juventus FC,United States,MLS,New England Revolution,3.45,False
846,Ahmed Musa,Right Winger,29,3.4,Turkey,Süper Lig,Fatih Karagümrük,Turkey,Süper Lig,Sivasspor,0.0,False
847,João Klauss,Centre-Forward,25,3.0,Germany,Bundesliga,TSG 1899 Hoffenheim,United States,Without League,St. Louis CITY SC,3.2,False
848,Manu García,Attacking Midfield,24,3.0,Spain,LaLiga2,Sporting Gijón,Greece,Super League 1,Aris Thessaloniki,3.2,False
849,Isak Hien,Centre-Back,23,1.0,Sweden,Allsvenskan,Djurgårdens IF,Italy,Serie A,Hellas Verona,3.2,False
850,Vakoun Issouf Bayo,Centre-Forward,25,3.2,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,RSC Charleroi,1.5,False
851,Cédric Brunner,Right-Back,28,3.2,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,FC Schalke 04,0.0,False
852,Ebrima Colley,Left Winger,22,3.2,Italy,Serie A,Atalanta BC,Turkey,Süper Lig,Fatih Karagümrük,0.0,True
853,Jean-Eudes Aholou,Defensive Midfield,28,3.0,Monaco,Ligue 1,AS Monaco,France,Ligue 1,RC Strasbourg Alsace,3.0,False
854,Emil Konradsen Ceide,Left Winger,20,2.0,Norway,Eliteserien,Rosenborg BK,Italy,Serie A,US Sassuolo,3.0,False
855,Abdou Harroui,Central Midfield,24,3.0,Netherlands,Eredivisie,Sparta Rotterdam,Italy,Serie A,US Sassuolo,3.0,False
856,Liberato Cacace,Left-Back,21,2.5,Belgium,Jupiler Pro League,Sint-Truidense VV,Italy,Serie A,FC Empoli,3.0,False
857,Mamadou Coulibaly,Central Midfield,23,2.5,Italy,Serie A,Udinese Calcio,Italy,Serie A,US Salernitana 1919,3.0,False
858,Leonardo Mancuso,Centre-Forward,30,2.7,Italy,Serie A,FC Empoli,Italy,Serie A,AC Monza,3.0,False
859,Elias Cobbaut,Centre-Back,24,3.0,Belgium,Jupiler Pro League,RSC Anderlecht,Italy,Serie B,Parma Calcio 1913,3.0,False
860,Lucas Fasson,Centre-Back,21,1.5,Brazil,Série A,Club Athletico Paranaense,Russia,Premier Liga,Lokomotiv Moscow,3.0,False
861,Ishaq Abdulrazak,Right Midfield,20,3.0,Sweden,Allsvenskan,IFK Norrköping,Belgium,Jupiler Pro League,RSC Anderlecht,3.0,False
862,Jayden Oosterwolde,Left-Back,21,1.0,Netherlands,Eredivisie,Twente Enschede FC,Italy,Serie B,Parma Calcio 1913,3.0,False
863,Osman Bukari,Right Winger,23,3.0,Belgium,Jupiler Pro League,KAA Gent,Serbia,Super liga Srbije,Red Star Belgrade,3.0,False
864,Gui Guedes,Central Midfield,20,0.5,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,UD Almería,3.0,False
865,Matías Palacios,Attacking Midfield,20,2.0,Switzerland,Super League,FC Basel 1893,United Arab Emirates,UAE Pro League,Al-Ain FC,3.0,False
866,Arijanet Muric,Goalkeeper,23,2.6,England,Premier League,Manchester City,England,Championship,Burnley FC,3.0,False
867,Roberto Fernández,Centre-Back,22,1.3,Paraguay,Primera División Clausura,Club Guaraní,Russia,Premier Liga,Dynamo Moscow,3.0,False
868,Bafodé Diakité,Centre-Back,21,3.0,France,Ligue 1,FC Toulouse,France,Ligue 1,LOSC Lille,3.0,False
869,Rasmus Carstensen,Right-Back,21,1.5,Denmark,Superligaen,Silkeborg IF,Belgium,Jupiler Pro League,KRC Genk,3.0,False
870,Thierno Baldé,Right-Back,20,2.0,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,ESTAC Troyes,3.0,False
871,Matthew Hoppe,Centre-Forward,21,1.0,Spain,LaLiga,RCD Mallorca,England,Championship,Middlesbrough FC,3.0,False
872,Albert Grönbaek,Central Midfield,21,1.5,Denmark,Superligaen,Aarhus GF,Norway,Eliteserien,FK Bodø/Glimt,3.0,False
873,Matteo Tramoni,Left Winger,22,2.2,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Pisa Sporting Club,3.0,False
874,Marcel Tisserand,Centre-Back,29,2.8,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Professional League,Ettifaq FC,3.0,False
875,Vivaldo,Centre-Forward,17,0.0,Portugal,Without League,Sporting CP U17,Italy,Primavera 1,Udinese Primavera,3.0,False
876,Mario Mitaj,Left-Back,19,0.5,Greece,Super League 1,AEK Athens,Russia,Premier Liga,Lokomotiv Moscow,3.0,False
877,Nicolai Vallys,Attacking Midfield,25,1.5,Denmark,Superligaen,Silkeborg IF,Denmark,Superligaen,Bröndby IF,3.0,False
878,Matt Clarke,Centre-Back,25,3.0,England,Premier League,Brighton & Hove Albion,England,Championship,Middlesbrough FC,2.6,False
879,Hrvoje Smolcic,Centre-Back,21,3.0,Croatia,SuperSport HNL,HNK Rijeka,Germany,Bundesliga,Eintracht Frankfurt,2.5,False
880,Antonio Colak,Centre-Forward,28,3.0,Greece,Super League 1,PAOK Thessaloniki,Scotland,Premiership,Rangers FC,2.5,False
881,Arkadiusz Reca,Left-Back,27,3.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Spezia Calcio,2.0,False
882,Adama Traoré,Right Winger,27,3.0,Moldova,Super Liga,FC Sheriff Tiraspol,Hungary,NB I.,Ferencvárosi TC,2.0,False
883,László Bénes,Central Midfield,24,3.0,Germany,Bundesliga,Borussia Mönchengladbach,Germany,2. Bundesliga,Hamburger SV,2.0,False
884,Philip Zinckernagel,Right Winger,27,3.0,England,Championship,Watford FC,Greece,Super League 1,Olympiacos Piraeus,2.0,False
885,Rochinha,Left Winger,27,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,Sporting CP,2.0,False
886,Cédric Hountondji,Centre-Back,28,3.0,France,Ligue 1,Clermont Foot 63,France,Ligue 1,Angers SCO,2.0,False
887,Nathan,Right-Back,20,3.0,Portugal,Liga Portugal,Boavista FC,Brazil,Série A,Santos FC,2.0,False
888,Nikolay Komlichenko,Centre-Forward,27,3.0,Russia,Premier Liga,Dynamo Moscow,Russia,Premier Liga,FK Rostov,1.5,False
889,Moreto Cassamá,Central Midfield,24,3.0,France,Ligue 1,Stade Reims,Cyprus,Protathlima Cyta,Omonia Nicosia,1.5,False
890,Abdul Mumin,Centre-Back,24,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,Rayo Vallecano,1.5,False
891,Petar Stojanovic,Right-Back,26,3.0,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Italy,Serie A,FC Empoli,1.2,False
892,Monchu,Central Midfield,22,3.0,Spain,LaLiga2,Granada CF,Spain,LaLiga,Real Valladolid CF,1.2,False
893,Eric Martel,Defensive Midfield,20,3.0,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,1. FC Köln,1.2,False
894,Abdelhamid Sabiri,Attacking Midfield,25,3.0,Italy,Serie B,Ascoli Calcio,Italy,Serie A,UC Sampdoria,1.0,False
895,Aleksandar Pesic,Centre-Forward,30,3.0,Turkey,Süper Lig,Fatih Karagümrük,Serbia,Super liga Srbije,Red Star Belgrade,1.0,False
896,Julen Lobete,Centre-Forward,21,3.0,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga,Celta de Vigo,1.0,False
897,Jasper Cillessen,Goalkeeper,33,3.0,Spain,LaLiga,Valencia CF,Netherlands,Eredivisie,NEC Nijmegen,1.0,False
898,Julian Gressel,Right Midfield,28,3.0,United States,MLS,D.C. United,Canada,MLS,Vancouver Whitecaps FC,0.818,False
899,Rodrigo Dourado,Defensive Midfield,28,3.0,Brazil,Série A,Sport Club Internacional,Mexico,Liga MX Apertura,Atlético de San Luis,0.5,False
900,Sebastiano Luperto,Centre-Back,25,3.0,Italy,Serie A,SSC Napoli,Italy,Serie A,FC Empoli,0.5,True
901,Mickaël Malsa,Defensive Midfield,25,3.0,Spain,LaLiga2,Levante UD,Spain,LaLiga,Real Valladolid CF,0.5,False
902,Ajdin Hrustic,Attacking Midfield,26,3.0,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,Hellas Verona,0.5,False
903,Julián Carranza,Centre-Forward,22,3.0,United States,MLS,Inter Miami CF,United States,MLS,Philadelphia Union,0.455,False
904,Abdoulaye Seck,Centre-Back,30,3.0,Belgium,Jupiler Pro League,Royal Antwerp FC,Israel,Ligat ha'Al,Maccabi Haifa,0.39,False
905,Alexander Schwolow,Goalkeeper,30,3.0,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,FC Schalke 04,0.3,True
